-0.199	0	0.0231436
-0.197	0	0.0231646
-0.195	0	0.0231857
-0.193	0	0.0232068
-0.191	0	0.023228
-0.189	0	0.023249
-0.187	0	0.02327
-0.185	0	0.0232911
-0.183	0	0.0233121
-0.181	0	0.0233331
-0.179	0	0.0233541
-0.177	0	0.0233753
-0.175	0	0.0233963
-0.173	0	0.0234172
-0.171	0	0.0234382
-0.169	0	0.0234591
-0.167	0	0.0234803
-0.165	0	0.0235013
-0.163	0	0.0235222
-0.161	0	0.0235431
-0.159	0	0.023564
-0.157	0	0.0235852
-0.155	0	0.0236061
-0.153	0	0.0236269
-0.151	0	0.0236478
-0.149	0	0.023669
-0.147	0	0.0236898
-0.145	0	0.0237106
-0.143	0	0.0237316
-0.141	0	0.0237527
-0.139	0	0.0237734
-0.137	0	0.0237942
-0.135	0	0.0238154
-0.133	0	0.0238361
-0.131	0	0.0238569
-0.129	0	0.0238781
-0.127	0	0.0238988
-0.125	0	0.0239195
-0.123	0	0.0239407
-0.121	0	0.0239613
-0.119	0	0.0239821
-0.117	0	0.0240032
-0.115	0	0.0240238
-0.113	0	0.0240447
-0.111	0	0.0240656
-0.109	0	0.0240861
-0.107	0	0.0241073
-0.105	0	0.0241279
-0.103	0	0.0241487
-0.101	0	0.0241696
-0.099	0	0.0241902
-0.097	0	0.0242113
-0.095	0	0.0242317
-0.093	0	0.0242528
-0.091	0	0.0242733
-0.089	0	0.0242942
-0.087	0	0.0243149
-0.085	0	0.0243356
-0.083	0	0.0243564
-0.081	0	0.024377
-0.079	0	0.0243979
-0.077	0	0.0244184
-0.075	0	0.0244394
-0.073	0	0.0244599
-0.071	0	0.0244808
-0.069	0	0.0245013
-0.067	0	0.0245222
-0.065	0	0.0245427
-0.063	0	0.0245635
-0.061	0	0.0245841
-0.059	0	0.0246047
-0.057	0	0.0246255
-0.055	0	0.024646
-0.053	0	0.0246669
-0.051	0	0.0246872
-0.049	0	0.0247082
-0.047	0	0.0247286
-0.045	0	0.0247493
-0.043	0	0.02477
-0.041	0	0.0247903
-0.039	0	0.0248113
-0.037	0	0.0248317
-0.035	0.00227837	0.0146681
-0.033	0.0108451	0.000759719
-0.031	0.0224029	0.000833618
-0.029	0.0410489	0.000940616
-0.027	0.0586996	0.00103299
-0.025	0.0846694	0.00115453
-0.023	0.123471	0.0013159
-0.021	0.1666	0.00147534
-0.019	0.222704	0.00165847
-0.017	0.298673	0.00188048
-0.015	0.393398	0.00212391
-0.013	0.506784	0.00238498
-0.011	0.645755	0.00266799
-0.009	0.800006	0.00295107
-0.007	0.974229	0.00324414
-0.005	1.15398	0.00352075
-0.003	1.30042	0.00372999
-0.001	1.40749	0.0038783
0.001	1.4486	0.00393445
0.003	1.41247	0.00389068
0.005	1.28401	0.0037158
0.007	1.09038	0.00343577
0.009	0.840929	0.00303625
0.011	0.609057	0.00261124
0.013	0.412688	0.00218533
0.015	0.275179	0.00182888
0.017	0.179872	0.00153547
0.019	0.123598	0.00133062
0.021	0.0819332	0.00115593
0.023	0.054213	0.00102361
0.025	0.034481	0.000916696
0.027	0.0196521	0.000828942
0.029	0.00694521	0.000744188
0.031	0.000204598	0.0243671
0.033	0	0.0255494
0.035	0	0.0255699
0.037	0	0.0255902
0.039	0	0.0256105
0.041	0	0.0256308
0.043	0	0.0256513
0.045	0	0.0256718
0.047	0	0.0256921
0.049	0	0.0257124
0.051	0	0.0257327
0.053	0	0.0257531
0.055	0	0.0257735
0.057	0	0.025794
0.059	0	0.0258143
0.061	0	0.0258346
0.063	0	0.0258548
0.065	0	0.0258751
0.067	0	0.0258954
0.069	0	0.0259157
0.071	0	0.0259361
0.073	0	0.0259565
0.075	0	0.0259768
0.077	0	0.025997
0.079	0	0.0260173
0.081	0	0.0260376
0.083	0	0.0260578
0.085	0	0.0260781
0.087	0	0.0260983
0.089	0	0.0261186
0.091	0	0.0261389
0.093	0	0.0261591
0.095	0	0.0261793
0.097	0	0.0261997
0.099	0	0.0262199
0.101	0	0.0262401
0.103	0	0.0262603
0.105	0	0.0262806
0.107	0	0.0263008
0.109	0	0.026321
0.111	0	0.0263412
0.113	0	0.0263614
0.115	0	0.0263816
0.117	0	0.0264017
0.119	0	0.0264219
0.121	0	0.0264421
0.123	0	0.0264623
0.125	0	0.0264824
0.127	0	0.0265026
0.129	0	0.0265227
0.131	0	0.0265429
0.133	0	0.026563
0.135	0	0.0265832
0.137	0	0.0266033
0.139	0	0.0266234
0.141	0	0.0266436
0.143	0	0.0266638
0.145	0	0.0266839
0.147	0	0.026704
0.149	0	0.0267241
0.151	0	0.0267442
0.153	0	0.0267643
0.155	0	0.0267843
0.157	0	0.0268044
0.159	0	0.0268245
0.161	0	0.0268445
0.163	0	0.0268645
0.165	0	0.0268847
0.167	0	0.0269049
0.169	0	0.0269249
0.171	0	0.0269449
0.173	0	0.0269649
0.175	0	0.0269849
0.177	0	0.0270049
0.179	0	0.0270249
0.181	0	0.027045
0.183	0	0.0270652
0.185	0	0.0270852
0.187	0	0.0271051
0.189	0	0.0271251
0.191	0	0.027145
0.193	0	0.0271649
0.195	0	0.0271852
0.197	0	0.0272052
0.199	0	0.0272251
